0,1.653
0.001,1.648
0.002,1.658
0.003,1.658
0.004,1.663
0.005,1.663
0.006,1.653
0.007,1.658
0.008,1.658
0.009,1.653
0.01,1.541
0.011,1.541
0.012,1.541
0.013,1.541
0.014,1.541
0.015,1.536
0.016,1.541
0.017,1.541
0.018,1.536
0.019,1.536
0.02,1.536
0.021,1.541
0.022,1.536
0.023,1.536
0.024,1.541
0.025,1.541
0.026,1.614
0.027,1.614
0.028,1.614
0.029,1.609
0.03,1.614
0.031,1.614
0.032,1.609
0.033,1.604
0.034,1.614
0.035,1.614
0.036,1.624
0.037,1.624
0.038,1.624
0.039,1.614
0.04,1.609
0.041,1.614
0.042,1.614
0.043,1.658
0.044,1.653
0.045,1.658
0.046,1.658
0.047,1.658
0.048,1.658
0.049,1.658
0.05,1.658
0.051,1.653
0.052,1.653
0.053,1.653
0.054,1.653
0.055,1.653
0.056,1.653
0.057,1.653
0.058,1.653
0.059,1.541
0.06,1.541
0.061,1.541
0.062,1.541
0.063,1.541
0.064,1.541
0.065,1.536
0.066,1.536
0.067,1.541
0.068,1.546
0.069,1.546
0.07,1.546
0.071,1.536
0.072,1.541
0.073,1.541
0.074,1.541
0.075,1.541
0.076,1.614
0.077,1.614
0.078,1.614
0.079,1.614
0.08,1.614
0.081,1.609
0.082,1.614
0.083,1.614
0.084,1.609
0.085,1.609
0.086,1.614
0.087,1.609
0.088,1.609
0.089,1.609
0.09,1.614
0.091,1.614
0.092,1.653
0.093,1.658
0.094,1.658
0.095,1.658
0.096,1.658
0.097,1.658
0.098,1.648
0.099,1.653
0.1,1.658
0.101,1.663
0.102,1.663
0.103,1.653
0.104,1.653
0.105,1.653
0.106,1.658
0.107,1.658
0.108,1.658
0.109,1.541
0.11,1.541
0.111,1.541
0.112,1.541
0.113,1.541
0.114,1.541
0.115,1.541
0.116,1.536
0.117,1.536
0.118,1.541
0.119,1.536
0.12,1.536
0.121,1.541
0.122,1.536
0.123,1.541
0.124,1.536
0.125,1.614
0.126,1.614
0.127,1.614
0.128,1.614
0.129,1.614
0.13,1.614
0.131,1.6
0.132,1.614
0.133,1.624
0.134,1.624
0.135,1.614
0.136,1.609
0.137,1.614
0.138,1.614
0.139,1.609
0.14,1.614
0.141,1.614
0.142,1.658
0.143,1.658
0.144,1.658
0.145,1.658
0.146,1.658
0.147,1.653
0.148,1.653
0.149,1.653
0.15,1.653
0.151,1.653
0.152,1.653
0.153,1.653
0.154,1.653
0.155,1.653
0.156,1.658
0.157,1.658
0.158,1.536
0.159,1.541
0.16,1.541
0.161,1.541
0.162,1.541
0.163,1.541
0.164,1.541
0.165,1.546
0.166,1.546
0.167,1.546
0.168,1.536
0.169,1.541
0.17,1.536
0.171,1.541
0.172,1.541
0.173,1.541
0.174,1.541
0.175,1.595
0.176,1.595
0.177,1.595
0.178,1.595
0.179,1.595
0.18,1.6
0.181,1.595
0.182,1.59
0.183,1.59
0.184,1.59
0.185,1.59
0.186,1.595
0.187,1.59
0.188,1.59
0.189,1.595
0.19,1.595
0.191,1.673
0.192,1.673
0.193,1.673
0.194,1.673
0.195,1.673
0.196,1.673
0.197,1.678
0.198,1.678
0.199,1.678
0.2,1.673
0.201,1.673
0.202,1.673
0.203,1.673
0.204,1.673
0.205,1.673
0.206,1.673
0.207,1.673
0.208,1.541
0.209,1.541
0.21,1.541
0.211,1.541
0.212,1.541
0.213,1.541
0.214,1.541
0.215,1.536
0.216,1.536
0.217,1.536
0.218,1.541
0.219,1.536
0.22,1.536
0.221,1.536
0.222,1.536
0.223,1.541
0.224,1.595
0.225,1.595
0.226,1.595
0.227,1.595
0.228,1.595
0.229,1.595
0.23,1.6
0.231,1.6
0.232,1.604
0.233,1.595
0.234,1.595
0.235,1.595
0.236,1.59
0.237,1.595
0.238,1.595
0.239,1.595
0.24,1.595
0.241,1.673
0.242,1.673
0.243,1.673
0.244,1.678
0.245,1.678
0.246,1.673
0.247,1.673
0.248,1.673
0.249,1.673
0.25,1.673
0.251,1.668
0.252,1.668
0.253,1.668
0.254,1.668
0.255,1.673
0.256,1.673
0.257,1.541
0.258,1.541
0.259,1.541
0.26,1.541
0.261,1.541
0.262,1.541
0.263,1.541
0.264,1.546
0.265,1.541
0.266,1.536
0.267,1.536
0.268,1.541
0.269,1.541
0.27,1.541
0.271,1.536
0.272,1.541
0.273,1.541
0.274,1.595
0.275,1.595
0.276,1.595
0.277,1.595
0.278,1.595
0.279,1.595
0.28,1.595
0.281,1.59
0.282,1.595
0.283,1.595
0.284,1.59
0.285,1.59
0.286,1.59
0.287,1.59
0.288,1.59
0.289,1.595
0.29,1.673
0.291,1.673
0.292,1.673
0.293,1.673
0.294,1.678
0.295,1.673
0.296,1.678
0.297,1.692
0.298,1.673
0.299,1.673
0.3,1.673
0.301,1.673
0.302,1.673
0.303,1.673
0.304,1.673
0.305,1.673
0.306,1.673
0.307,1.541
0.308,1.541
0.309,1.541
0.31,1.536
0.311,1.541
0.312,1.541
0.313,1.541
0.314,1.536
0.315,1.536
0.316,1.536
0.317,1.536
0.318,1.536
0.319,1.536
0.32,1.536
0.321,1.541
0.322,1.541
0.323,1.575
0.324,1.575
0.325,1.575
0.326,1.575
0.327,1.58
0.328,1.575
0.329,1.585
0.33,1.575
0.331,1.575
0.332,1.575
0.333,1.575
0.334,1.575
0.335,1.57
0.336,1.575
0.337,1.575
0.338,1.575
0.339,1.575
0.34,1.673
0.341,1.673
0.342,1.673
0.343,1.673
0.344,1.678
0.345,1.673
0.346,1.668
0.347,1.673
0.348,1.673
0.349,1.668
0.35,1.673
0.351,1.668
0.352,1.668
0.353,1.668
0.354,1.673
0.355,1.673
0.356,1.541
0.357,1.541
0.358,1.541
0.359,1.541
0.36,1.541
0.361,1.541
0.362,1.541
0.363,1.541
0.364,1.541
0.365,1.541
0.366,1.541
0.367,1.541
0.368,1.536
0.369,1.541
0.37,1.541
0.371,1.541
0.372,1.541
0.373,1.575
0.374,1.58
0.375,1.575
0.376,1.575
0.377,1.575
0.378,1.575
0.379,1.575
0.38,1.575
0.381,1.57
0.382,1.575
0.383,1.575
0.384,1.57
0.385,1.57
0.386,1.57
0.387,1.575
0.388,1.575
0.389,1.673
0.39,1.673
0.391,1.673
0.392,1.673
0.393,1.678
0.394,1.673
0.395,1.673
0.396,1.673
0.397,1.673
0.398,1.673
0.399,1.673
0.4,1.673
0.401,1.673
0.402,1.673
0.403,1.673
0.404,1.673
0.405,1.673
0.406,1.541
0.407,1.541
0.408,1.541
0.409,1.541
0.41,1.541
0.411,1.541
0.412,1.541
0.413,1.536
0.414,1.536
0.415,1.536
0.416,1.536
0.417,1.531
0.418,1.536
0.419,1.536
0.42,1.541
0.421,1.536
0.422,1.575
0.423,1.575
0.424,1.58
0.425,1.575
0.426,1.575
0.427,1.58
0.428,1.58
0.429,1.575
0.43,1.575
0.431,1.575
0.432,1.575
0.433,1.575
0.434,1.575
0.435,1.575
0.436,1.575
0.437,1.575
0.438,1.575
0.439,1.673
0.44,1.673
0.441,1.673
0.442,1.678
0.443,1.678
0.444,1.678
0.445,1.673
0.446,1.668
0.447,1.673
0.448,1.668
0.449,1.668
0.45,1.668
0.451,1.668
0.452,1.668
0.453,1.673
0.454,1.673
0.455,1.556
0.456,1.56
0.457,1.56
0.458,1.56
0.459,1.56
0.46,1.56
0.461,1.56
0.462,1.56
0.463,1.56
0.464,1.56
0.465,1.556
0.466,1.556
0.467,1.556
0.468,1.556
0.469,1.56
0.47,1.556
0.471,1.556
0.472,1.575
0.473,1.575
0.474,1.575
0.475,1.58
0.476,1.575
0.477,1.575
0.478,1.575
0.479,1.57
0.48,1.575
0.481,1.575
0.482,1.57
0.483,1.57
0.484,1.57
0.485,1.57
0.486,1.575
0.487,1.575
0.488,1.575
0.489,1.673
0.49,1.673
0.491,1.673
0.492,1.673
0.493,1.673
0.494,1.673
0.495,1.673
0.496,1.673
0.497,1.673
0.498,1.673
0.499,1.673
0.5,1.673
0.501,1.673
0.502,1.673
0.503,1.673
0.504,1.673
0.505,1.56
0.506,1.556
0.507,1.56
0.508,1.56
0.509,1.56
0.51,1.56
0.511,1.556
0.512,1.556
0.513,1.556
0.514,1.556
0.515,1.551
0.516,1.551
0.517,1.551
0.518,1.551
0.519,1.556
0.52,1.56
0.521,1.575
0.522,1.575
0.523,1.58
0.524,1.58
0.525,1.58
0.526,1.575
0.527,1.575
0.528,1.575
0.529,1.575
0.53,1.575
0.531,1.575
0.532,1.575
0.533,1.575
0.534,1.575
0.535,1.575
0.536,1.58
0.537,1.575
0.538,1.673
0.539,1.673
0.54,1.673
0.541,1.673
0.542,1.673
0.543,1.678
0.544,1.673
0.545,1.668
0.546,1.668
0.547,1.668
0.548,1.668
0.549,1.668
0.55,1.668
0.551,1.668
0.552,1.673
0.553,1.673
0.554,1.56
0.555,1.56
0.556,1.56
0.557,1.56
0.558,1.56
0.559,1.56
0.56,1.56
0.561,1.556
0.562,1.556
0.563,1.56
0.564,1.556
0.565,1.556
0.566,1.556
0.567,1.556
0.568,1.556
0.569,1.56
0.57,1.56
0.571,1.56
0.572,1.556
0.573,1.56
0.574,1.56
0.575,1.56
0.576,1.56
0.577,1.556
0.578,1.556
0.579,1.556
0.58,1.551
0.581,1.551
0.582,1.551
0.583,1.556
0.584,1.551
0.585,1.556
0.586,1.556
0.587,1.56
0.588,1.673
0.589,1.673
0.59,1.673
0.591,1.678
0.592,1.673
0.593,1.673
0.594,1.673
0.595,1.673
0.596,1.668
0.597,1.673
0.598,1.673
0.599,1.673
0.6,1.673
0.601,1.668
0.602,1.673
0.603,1.673
0.604,1.56
0.605,1.56
0.606,1.56
0.607,1.56
0.608,1.56
0.609,1.556
0.61,1.556
0.611,1.556
0.612,1.556
0.613,1.556
0.614,1.551
0.615,1.551
0.616,1.551
0.617,1.551
0.618,1.556
0.619,1.556
0.62,1.56
0.621,1.56
0.622,1.556
0.623,1.56
0.624,1.56
0.625,1.56
0.626,1.56
0.627,1.556
0.628,1.556
0.629,1.556
0.63,1.556
0.631,1.556
0.632,1.556
0.633,1.556
0.634,1.556
0.635,1.56
0.636,1.56
0.637,1.673
0.638,1.673
0.639,1.673
0.64,1.673
0.641,1.673
0.642,1.673
0.643,1.673
0.644,1.668
0.645,1.668
0.646,1.668
0.647,1.663
0.648,1.668
0.649,1.663
0.65,1.673
0.651,1.673
0.652,1.673
0.653,1.673
0.654,1.575
0.655,1.575
0.656,1.575
0.657,1.58
0.658,1.575
0.659,1.58
0.66,1.575
0.661,1.575
0.662,1.575
0.663,1.575
0.664,1.575
0.665,1.575
0.666,1.575
0.667,1.575
0.668,1.575
0.669,1.575
0.67,1.56
0.671,1.556
0.672,1.56
0.673,1.56
0.674,1.56
0.675,1.56
0.676,1.556
0.677,1.551
0.678,1.556
0.679,1.551
