0,1.536
0.001,1.541
0.002,1.639
0.003,1.639
0.004,1.639
0.005,1.639
0.006,1.639
0.007,1.639
0.008,1.643
0.009,1.634
0.01,1.634
0.011,1.634
0.012,1.634
0.013,1.639
0.014,1.634
0.015,1.634
0.016,1.634
0.017,1.634
0.018,1.639
0.019,1.614
0.02,1.609
0.021,1.609
0.022,1.614
0.023,1.614
0.024,1.614
0.025,1.614
0.026,1.609
0.027,1.609
0.028,1.609
0.029,1.609
0.03,1.609
0.031,1.609
0.032,1.609
0.033,1.614
0.034,1.614
0.035,1.556
0.036,1.56
0.037,1.556
0.038,1.56
0.039,1.556
0.04,1.56
0.041,1.56
0.042,1.556
0.043,1.556
0.044,1.556
0.045,1.56
0.046,1.556
0.047,1.556
0.048,1.556
0.049,1.556
0.05,1.56
0.051,1.556
0.052,1.658
0.053,1.658
0.054,1.658
0.055,1.658
0.056,1.658
0.057,1.658
0.058,1.653
0.059,1.653
0.06,1.653
0.061,1.653
0.062,1.653
0.063,1.653
0.064,1.653
0.065,1.648
0.066,1.658
0.067,1.653
0.068,1.541
0.069,1.541
0.07,1.541
0.071,1.541
0.072,1.541
0.073,1.541
0.074,1.541
0.075,1.541
0.076,1.536
0.077,1.536
0.078,1.541
0.079,1.536
0.08,1.541
0.081,1.541
0.082,1.536
0.083,1.541
0.084,1.541
0.085,1.639
0.086,1.639
0.087,1.634
0.088,1.634
0.089,1.639
0.09,1.639
0.091,1.634
0.092,1.634
0.093,1.634
0.094,1.634
0.095,1.634
0.096,1.634
0.097,1.629
0.098,1.629
0.099,1.634
0.1,1.634
0.101,1.614
0.102,1.614
0.103,1.614
0.104,1.614
0.105,1.614
0.106,1.614
0.107,1.614
0.108,1.614
0.109,1.609
0.11,1.614
0.111,1.614
0.112,1.609
0.113,1.609
0.114,1.614
0.115,1.609
0.116,1.614
0.117,1.614
0.118,1.56
0.119,1.56
0.12,1.56
0.121,1.56
0.122,1.56
0.123,1.56
0.124,1.556
0.125,1.556
0.126,1.556
0.127,1.556
0.128,1.556
0.129,1.556
0.13,1.551
0.131,1.556
